sample_id,anno,codice_caseificio,data_seduta,path_fetta_primaria,path_grana_primaria,caption,n_attributi_usati,n_panelisti,tokens_usati,timestamp_generazione
TN314_2021-01-13,2020,TN314,2021-01-13,07_captioning risultati grana Trentino\TrentinGrana\2020-2021_Trentingrana\IV bimestre\2021-01-13_Seduta_17\P3_TN314_726_FETTA_A.bmp,07_captioning risultati grana Trentino\TrentinGrana\2020-2021_Trentingrana\IV bimestre\2021-01-13_Seduta_17\P3_TN314_726_GRANA_A.bmp,"Il profumo è assente. Il sapore è caratterizzato da una prevalenza di note acide, amare e salate. La texture risulta astringente. La struttura della pasta presenta una profonda fessura centrale di 7-8 cm, con una buona grana ma anche una grossa fessura e occhiatura nella zona angolo, evidenziando un'enorme fessura e una consistente fessura. [FINE]",3,4,985,2026-03-09T17:46:59.775698
TN316_2021-02-17,2020,TN316,2021-02-17,07_captioning risultati grana Trentino\TrentinGrana\2020-2021_Trentingrana\V bimestre\2021-02-17_Seduta_22\P2_TN316_543_FETTA_A.bmp,07_captioning risultati grana Trentino\TrentinGrana\2020-2021_Trentingrana\V bimestre\2021-02-17_Seduta_22\P2_TN316_543_GRANA_A.bmp,"Il profumo è caratterizzato da una media intensità, con note di solvente liquame e richiami a croste di polenta. Il sapore si presenta pieno, mentre l'aroma è arricchito da cristalli di sale e una leggera nota di pera. La texture è ingozzante, con un leggero accenno di asciutto. La struttura della pasta mostra una microocchiatura diffusissima e disomogenea, con piccole strappi e una spugnatura che chiude il discorso. Il colore della pasta è più saturo al centro. Lo spessore della crosta è disomogeneo, con una presenza di unghia enorme.",7,7,1169,2026-03-09T17:47:04.138468
TN328_2020-10-28,2020,TN328,2020-10-28,07_captioning risultati grana Trentino\TrentinGrana\2020-2021_Trentingrana\II bimestre\2020-10-28_Seduta_09\P6A_TN328_781_FETTA.bmp,07_captioning risultati grana Trentino\TrentinGrana\2020-2021_Trentingrana\II bimestre\2020-10-28_Seduta_09\P6A_TN328_781_GRANA.bmp,"Il profumo è poco complesso, con un fondo di bruciato che penalizza l'esperienza olfattiva. Il sapore presenta un buon equilibrio, con un umami contenuto e una prevalente tendenza dolce. L'aroma richiama il burro fresco, risultando molto lattico. La texture è compatta, mentre la struttura della pasta mostra una differenza tra gli scalzi e il centro.",5,4,1008,2026-03-09T17:47:06.935185
TN306_2021-02-10,2020,TN306,2021-02-10,07_captioning risultati grana Trentino\TrentinGrana\2020-2021_Trentingrana\IV bimestre\2021-02-10_Seduta_21\P2_TN306_938_FETTA_A.bmp,07_captioning risultati grana Trentino\TrentinGrana\2020-2021_Trentingrana\IV bimestre\2021-02-10_Seduta_21\P2_TN306_938_GRANA_A.bmp,"Il profumo è molto complesso. Il sapore risulta equilibrato. La texture è solo leggermente asciutta. La crosta presenta un'ampia sottoscritta, ma è stata descritta con punteggi negativi da alcuni panelisti, risultando in un difetto.",4,2,937,2026-03-09T17:47:08.973424
TN316_2020-12-02,2020,TN316,2020-12-02,07_captioning risultati grana Trentino\TrentinGrana\2020-2021_Trentingrana\III bimestre\2020-12-02_Seduta_13\P5_TN316_971_FETTA_A.bmp,07_captioning risultati grana Trentino\TrentinGrana\2020-2021_Trentingrana\III bimestre\2020-12-02_Seduta_13\P5_TN316_971_GRANA_A.bmp,"Il profumo è assente. Il sapore risulta scarno e non pieno. L'aroma non è apprezzabile. La texture presenta una mezza forma, con una parte caratterizzata da grana grossa regolare e l'altra stirata con occhi e fessure. Sono presenti molti piccoli occhi da circa 3-4 mm, perlopiù su metà forma. [FINE]",3,4,980,2026-03-09T17:47:11.547367
TN310_2019-01-23,2018,TN310,2019-01-23,07_captioning risultati grana Trentino\TrentinGrana\2018-2019_Trentingrana\2019-01-23\P3a_310_fetta.bmp,07_captioning risultati grana Trentino\TrentinGrana\2018-2019_Trentingrana\2019-01-23\P3a_310_grana.bmp,"Il profumo è caratterizzato da note di frutta matura, vegetale e sentori di bruciato, con una presenza di odori difettosi come pozzo di scarico e fermentato — difetto. Il sapore risulta eccessivamente sapido e non equilibrato, con una leggera piccantezza e un finale amaro, mentre l'acidità è marcata. L'aroma presenta sfumature di fermentato e verdura lessa, con note stantie e una certa riconducibilità a formaggi diversi dal TrentinGrana — difetto. La texture è cedevole e umida, con una grana fine e pochi cristalli, risultando poco friabile e con una media solubilità. La struttura della pasta è dura e compatta, con granuli di tirosina moderati. Il colore della pasta mostra un alone centrale scuro, con variazioni da giallo chiaro a carico verso il centro. Lo spessore della crosta è buono, con una media di 11 mm, risultando piatto e scalzo.",7,10,1890,2026-03-09T17:47:15.789295
TN313_2020-12-18,2020,TN313,2020-12-18,07_captioning risultati grana Trentino\TrentinGrana\2020-2021_Trentingrana\III bimestre\2020-12-18_Seduta_16\P2_TN313_457_FETTA_A.bmp,07_captioning risultati grana Trentino\TrentinGrana\2020-2021_Trentingrana\III bimestre\2020-12-18_Seduta_16\P2_TN313_457_GRANA_A.bmp,"Il profumo è caratterizzato da un odore anomalo, simile a quello di un altro formaggio. Il sapore presenta note di amaro e salato prevalenti, con leggere sensazioni di amaro e piccante. La texture scricchiola, ma non presenta cristalli. La struttura della pasta mostra la presenza di un occhio di circa 5 mm.",4,3,991,2026-03-09T17:47:25.516940
TN330_2018-10-10,2018,TN330,2018-10-10,07_captioning risultati grana Trentino\TrentinGrana\2018-2019_Trentingrana\2018-10-10\P6a_330_fetta.bmp,07_captioning risultati grana Trentino\TrentinGrana\2018-2019_Trentingrana\2018-10-10\P6a_330_grana.bmp,"Il profumo è poco intenso e complesso, con note di burro fuso e una lieve traccia di stantio, accompagnato da un accenno di fruttato e tostatura. Il sapore si presenta equilibrato, con una piccantezza decisa e una sapidità elevata, tendente all'amaro e con un finale leggermente piccante. L'aroma rivela note non tipiche del TrentinGrana, con sentori di stalla e stantio, insieme a una leggera percezione di cuoio. La texture è mediamente asciutta e granulosa, con buona presenza di cristalli di tirosina, sebbene alcuni panelisti notino una sensazione di umidità e morbidezza eccessiva. La struttura della pasta è caratterizzata da una frattura regolare e omogenea, con una grana ben evidente. Il colore della pasta è chiaro e uniforme, con un bel giallo saturo. Lo spessore della crosta è di media di circa 10 mm, con variazioni tra i piatti e gli scalzi.",7,13,1824,2026-03-09T17:47:30.012276
TN319_2018-10-03,2018,TN319,2018-10-03,07_captioning risultati grana Trentino\TrentinGrana\2018-2019_Trentingrana\2018-10-03\P3a_319_fetta.bmp,07_captioning risultati grana Trentino\TrentinGrana\2018-2019_Trentingrana\2018-10-03\P3a_319_grana.bmp,"Il profumo è abbastanza equilibrato, con note floreali e fruttate, fresche e pannose, accompagnate da un leggero sentore di fermentato e tostato, sebbene risulti anche debole e scarno. Il sapore presenta una dolcezza prevalente, con una sapidità contenuta e un retrogusto leggermente amaro, evidenziando una piccantezza eccessiva — difetto. L'aroma è caratterizzato da note lattiche di latte cotto e vegetali, ma si percepiscono anche sentori di formaggio vecchio e bruciato, risultando nel complesso debole e poco gradevole. La texture è granulosa ma non molto solubile, con una buona friabilità e presenza di cristalli. La struttura della pasta mostra una microocchiatura centrale tendente allo stirato, con fratture e striature diffuse. Il colore della pasta è chiaro e omogeneo, mentre lo spessore della crosta è medio, variando da 9 a 11 mm.",7,11,1818,2026-03-09T17:47:39.531906
TN326_2018-11-28,2018,TN326,2018-11-28,07_captioning risultati grana Trentino\TrentinGrana\2018-2019_Trentingrana\2018-11-28\P5a_326_fetta.bmp,07_captioning risultati grana Trentino\TrentinGrana\2018-2019_Trentingrana\2018-11-28\P5a_326_grana.bmp,"Il profumo è caratterizzato da note animali che si alleggeriscono, rivelando sentori di pane, burro e latte cotto, accompagnati da una freschezza di latte e muschio, con un accenno salato e fruttato-floreale. Il sapore presenta un certo equilibrio, con una dolcezza nel finale e una nota amara presente, mentre l'umami e il salato si fanno sentire in modo forte. L'aroma è complesso, con richiami al latte, burro e tostati, insieme a una sfumatura animale e di crosta di grana. La texture è morbida e asciutta, con una buona presenza di cristalli che tendono a impastare, mentre la microstruttura è fine e friabile. La struttura della pasta è granulosa e omogenea, con fratture e crepe che non compromettono la qualità. Il colore della pasta è giallo paglierino chiaro, omogeneo, con variazioni di tonalità verso il cuore. Lo spessore della crosta è ben distinto, misurando circa 0,8 cm.",7,9,1524,2026-03-09T17:47:44.296877
TN316_2019-02-27,2018,TN316,2019-02-27,07_captioning risultati grana Trentino\TrentinGrana\2018-2019_Trentingrana\2019-02-27\P4a_316_fetta.bmp,07_captioning risultati grana Trentino\TrentinGrana\2018-2019_Trentingrana\2019-02-27\P4a_316_grana.bmp,"Il profumo è caratterizzato da note vegetali e di burro fresco, con una buona intensità che ricorda il latte cotto e il caramello, accompagnato da un lieve sentore bruciato. Il sapore presenta un'intensità medio-bassa, con una leggera piccantezza e salinità, ma anche una nota amara persistente che brucia leggermente la lingua. L'aroma si distingue per un brodo vegetale e un leggero sentore di cotto, con una predominanza di note di caramello e tostatura. La texture è morbida e pastosa, con una friabilità non piena e cristalli di tirosina assenti, risultando poco granulosa e poco solubile. La struttura della pasta mostra una frattura irregolare con microocchiature diffuse e aree tendenti allo stirato. Il colore della pasta è mediamente carico, con aloni rosati e macchie diffuse, mentre lo spessore della crosta è irregolare, con una media di circa 9 mm.",7,8,1823,2026-03-09T17:47:49.052933
TN338_2019-11-20,2019,TN338,2019-11-20,07_captioning risultati grana Trentino\TrentinGrana\2019-2020_Trentingrana\III bimestre\2019-11-20_Seduta_12\P6a_TN338_Fetta.bmp,07_captioning risultati grana Trentino\TrentinGrana\2019-2020_Trentingrana\III bimestre\2019-11-20_Seduta_12\P6a_TN338_Grana.bmp,"Il profumo è leggero. Il sapore risulta poco salato. La texture è compatta, con poca grana e manca completamente di cristalli. [FINE]",3,3,880,2026-03-09T17:47:50.664269
TN313_2020-01-15,2019,TN313,2020-01-15,07_captioning risultati grana Trentino\TrentinGrana\2019-2020_Trentingrana\IV bimestre\2020-01-15_Seduta_19\P5a_TN313_Fetta.bmp,07_captioning risultati grana Trentino\TrentinGrana\2019-2020_Trentingrana\IV bimestre\2020-01-15_Seduta_19\P5a_TN313_Grana.bmp,"Il profumo è assente. Il sapore risulta caratterizzato da una piccantezza eccessiva — difetto. La texture è molle. La struttura della pasta presenta microocchiatura, che non penalizza troppo. [FINE]",3,3,897,2026-03-09T17:47:52.807159
TN323_2020-01-22,2019,TN323,2020-01-22,07_captioning risultati grana Trentino\TrentinGrana\2019-2020_Trentingrana\IV bimestre\2020-01-22_Seduta_20\P5a_TN323_Fetta.bmp,07_captioning risultati grana Trentino\TrentinGrana\2019-2020_Trentingrana\IV bimestre\2020-01-22_Seduta_20\P5a_TN323_Grana.bmp,"Il profumo è caratterizzato da un'intensità leggera, con note di panna e burro, ma poco complesso. Il sapore presenta un'acidità e un'amarezza predominanti, con una leggera nota dolciastro. La texture è friabile, arricchita da piccoli cristalli, e si presenta farinoso e asciutto nel finale. La struttura della pasta è leggera, con una occhiatura lieve che non penalizza, mentre il grana è non fine ma omogeneo, con una piccolissima zona striata in periferia. Il colore della pasta mostra un alone centrale leggerissimo. Lo spessore della crosta presenta un colore che sfuma su una base molto carica.",6,4,1135,2026-03-09T17:47:56.029893
TN313_2019-01-16,2018,TN313,2019-01-16,07_captioning risultati grana Trentino\TrentinGrana\2018-2019_Trentingrana\2019-01-16\P2a_313_fetta.bmp,07_captioning risultati grana Trentino\TrentinGrana\2018-2019_Trentingrana\2019-01-16\P2a_313_grana.bmp,"Il profumo è mediamente intenso, con note di panna, burro fuso e un leggero sentore vegetale, accompagnato da accenni di brodo. Il sapore presenta una sapidità bassa e una dolcezza elevata, con un equilibrio di sapori che include una leggera piccantezza e un accenno di acidità; nel complesso, risulta un po' scarico. L'aroma è caratterizzato da panna e burro, con una piacevole nota di crosta di formaggio e un leggero sentore animale. La texture è un po' umida e mediamente granulosa, con presenza di cristalli, mentre la struttura della pasta mostra una frattura irregolare e una microocchiatura diffusa, risultando non omogenea. Il colore della pasta è giallo chiaro, con tonalità cariche e omogenee, mentre lo spessore della crosta è marcato, superando il centimetro.",7,11,1997,2026-03-09T17:47:59.799786
TN310_2020-09-16,2020,TN310,2020-09-16,07_captioning risultati grana Trentino\TrentinGrana\2020-2021_Trentingrana\I bimestre\2020-09-16_Seduta_03\P3a_TN310_Fetta.bmp,07_captioning risultati grana Trentino\TrentinGrana\2020-2021_Trentingrana\I bimestre\2020-09-16_Seduta_03\P3a_TN310_Grana.bmp,"Il profumo è caratterizzato da una moderata intensità, ma non risulta gradevole. Il sapore si presenta un po' troppo salato, tendente all'acido con una punta di piccante alla fine — difetto. L'aroma è percepito come non gradevole. La texture è molto asciutta. La struttura della pasta è più evidente nel centro. Il colore della pasta mostra un alone centrale rosato, con lievi sfumature giallo chiaro ai bordi. Lo spessore della crosta presenta buoni angoli.",6,6,1078,2026-03-09T17:48:02.266078
TN328_2020-01-08,2019,TN328,2020-01-08,07_captioning risultati grana Trentino\TrentinGrana\2019-2020_Trentingrana\IV bimestre\2020-01-08_Seduta_18\P4a_TN328_Fetta.bmp,07_captioning risultati grana Trentino\TrentinGrana\2019-2020_Trentingrana\IV bimestre\2020-01-08_Seduta_18\P4a_TN328_Grana.bmp,"Il profumo è caratterizzato da poca intensità. Il sapore risulta troppo piccante rispetto alle altre note, evidenziando una piccantezza eccessiva — difetto. L'aroma suggerisce una maggiore stagionatura. La texture è poco friabile e priva di cristalli. La struttura della pasta presenta tante piccole fratture e una presenza di troppe fessure, sebbene la pasta sia buona.",5,4,996,2026-03-09T17:48:05.090333
TN330_2019-02-13,2018,TN330,2019-02-13,07_captioning risultati grana Trentino\TrentinGrana\2018-2019_Trentingrana\2019-02-13\P6a_330_fetta.bmp,07_captioning risultati grana Trentino\TrentinGrana\2018-2019_Trentingrana\2019-02-13\P6a_330_grana.bmp,"Il profumo è moderato, con sentori di cottura e tostato, che richiamano il burro fuso e la panna, accompagnati da una leggera nota vegetale cotta. Il sapore presenta una salinità marcata, con una piccantezza e un amaro percepibili, risultando non equilibrato e con una leggera acidità. L'aroma è caratterizzato da note di crosta di formaggio e un accenno di ossidazione, con un retrogusto di lattici cotti. La texture si presenta granulosa e poco solubile, con una buona friabilità che lascia una sensazione di bocca disidratata, mentre i cristalli sono presenti ma non abbondanti. La struttura della pasta è non omogenea, con fratture a scaglie e microocchiature, mentre il colore della pasta è giallo chiaro con un alone centrale più carico e grigiastro. Lo spessore della crosta è medio-grosso, con variazioni che raggiungono oltre 1 cm.",7,10,1830,2026-03-09T17:48:11.322244
TN311_2021-02-03,2020,TN311,2021-02-03,07_captioning risultati grana Trentino\TrentinGrana\2020-2021_Trentingrana\IV bimestre\2021-02-03_Seduta_20\P2_TN311_441_FETTA_A.bmp,07_captioning risultati grana Trentino\TrentinGrana\2020-2021_Trentingrana\IV bimestre\2021-02-03_Seduta_20\P2_TN311_441_GRANA_A.bmp,"Il profumo è caratterizzato da note di crauti. Il sapore risulta allappante, contribuendo a un'esperienza gustativa intensa. La struttura della pasta presenta una bella grana, sebbene più grossolana all'esterno. Il colore della pasta mostra una certa variabilità, con la presenza di due zone di colore e alcune macchie poco visibili, tra cui una piccola macchia rossa e una macchia rosata. Lo spessore della crosta è nettamente più spesso in un piatto.",5,5,1043,2026-03-09T17:48:14.323819
TN316_2018-11-14,2018,TN316,2018-11-14,07_captioning risultati grana Trentino\TrentinGrana\2018-2019_Trentingrana\2018-11-14\P4a_316_fetta.bmp,07_captioning risultati grana Trentino\TrentinGrana\2018-2019_Trentingrana\2018-11-14\P4a_316_grana.bmp,"Il profumo è buono, con note di brodo, burro fuso e panna, accompagnate da una leggera percezione di vegetale dolce cotto e un accenno di tostato bruciato. Il sapore si presenta equilibrato, con una leggera amarezza che emerge, mentre l'aroma richiama la panna e il latte cotto, con un leggerissimo sentore di bruciato. La texture risulta umida e pastosa, con pochi cristalli, e in alcuni casi appare abbastanza adesiva. La struttura della pasta è irregolare, con una parte centrale stirata e microocchiature, mentre il colore della pasta è carico, con evidenti macchie rosa e scure centrali. Lo spessore della crosta è medio, con una misura di circa 10 mm.",7,11,1603,2026-03-09T17:48:18.569626
TN319_2021-10-13,2021,TN319,2021-10-13,07_captioning risultati grana Trentino\TrentinGrana\2021-2022_Trentingrana\2021-10-13_Seduta_03\P5a_TN319_406_Fetta.bmp,07_captioning risultati grana Trentino\TrentinGrana\2021-2022_Trentingrana\2021-10-13_Seduta_03\P5a_TN319_406_Grana.bmp,"Il profumo è assente. Il sapore presenta una nota in più, che arricchisce l'esperienza gustativa. L'aroma è caratterizzato da una leggera nota metallica. La texture si presenta asciutta, mentre la struttura della pasta risulta omogeneamente e completamente stirata, senza evidenti differenze. La crosta mostra un aspetto grigiastro da un lato, con una sottocrosta di colore diverso.",5,4,995,2026-03-09T17:48:21.417815
TN304_2018-10-24,2018,TN304,2018-10-24,07_captioning risultati grana Trentino\TrentinGrana\2018-2019_Trentingrana\2018-10-24\P1a_304_fetta.bmp,07_captioning risultati grana Trentino\TrentinGrana\2018-2019_Trentingrana\2018-10-24\P1a_304_grana.bmp,"Il profumo è caratterizzato da note di burro fuso e un'evidente tostatura, con accenni di fruttato mela e una leggera componente floreale, ma presenta anche elementi di insilato negativo e latte acido. Il sapore si distingue per un equilibrio complesso, con una predominanza di amaro e acidulo, accompagnato da una piccantezza pungente e un dolce percepibile. L'aroma rivela sentori di bruciato e note acide, con un'interpretazione non tipica che ricorda il gorgonzola. La texture è morbida, con molti cristalli di tirosina, ma risulta anche granulosa e leggermente asciutta. La struttura della pasta mostra una frattura regolare, sebbene con disomogeneità e microocchiature, mentre il colore della pasta presenta un giallo medio carico con macchie rosa e aloni disomogenei. Lo spessore della crosta è ben distinto dalla pasta, con una media di 8 mm, variabile ma generalmente consistente.",7,12,1812,2026-03-09T17:48:27.661949
TN323_2020-09-16,2020,TN323,2020-09-16,07_captioning risultati grana Trentino\TrentinGrana\2020-2021_Trentingrana\I bimestre\2020-09-16_Seduta_03\P5a_TN323_Fetta.bmp,07_captioning risultati grana Trentino\TrentinGrana\2020-2021_Trentingrana\I bimestre\2020-09-16_Seduta_03\P5a_TN323_Grana.bmp,"Il profumo è intenso, con un sentore di legno che si fa notare. Il sapore si presenta con una leggera piccantezza, ma è anche caratterizzato da una nota amara; la piccantezza è percettibile ma non eccessiva. La texture è equilibrata, mentre la struttura della pasta mostra una grana grassa, con la presenza di un occhio che evidenzia un ristagno di siero e due piccole fessure di 1 cm. [FINE]",5,5,1058,2026-03-09T17:48:31.958066
TN310_2018-10-10,2018,TN310,2018-10-10,07_captioning risultati grana Trentino\TrentinGrana\2018-2019_Trentingrana\2018-10-10\P3a_310_fetta.bmp,07_captioning risultati grana Trentino\TrentinGrana\2018-2019_Trentingrana\2018-10-10\P3a_310_grana.bmp,"Il profumo è caratterizzato da una nota di paglia e lettiera, con sentori di burro fuso e vegetali balsamici, accompagnati da accenni di nocciola e fieno. Tuttavia, emergono anche odori animali e putridi — difetto. Il sapore si presenta con una piccantezza evidente, accompagnata da un amaro persistente e salato, con una scarsa dolcezza. L'aroma rivela una nota di burro e pane tostato, ma anche un retrogusto animale e marcio. La texture è buona, con una grana asciutta e granulosa, caratterizzata dalla presenza di microcristalli. La struttura della pasta è ruvida e grossolana, con fratture e occhiature di dimensioni variabili. Il colore della pasta è carico, con sfumature rosa e una buona omogeneità. Lo spessore della crosta è medio, variando tra i 9 e i 15 mm.",7,13,1852,2026-03-09T17:48:37.777534
