attributo,sample_id,caption_id,codice_caseificio,Prodotto,Panelista,Data Seduta di valutazione,anno,classe,caption,commento_prenorm,Commenti,peso,has_caption,has_images,has_fetta,has_grana,has_both_views,path_fetta_primaria,path_grana_primaria,paths_fetta_tutti,paths_grana_tutti,N° Seduta,Bimestre di Valutazione,Data Produzione,_source_file,Colore della Pasta
Colore_della_Pasta,TN323_2019-10-09,8.0,TN323,C0N,TG_28,2019-10-09,2019.0,OK,Il campione presenta un alone centrale rosato.,Alone centrale  rosato,Alone centrale  rosato ,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-09_Seduta_06/P3a_TN323_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-09_Seduta_06/P3a_TN323_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-09_Seduta_06\\P3a_TN323_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-09_Seduta_06\\P3b_TN323_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-09_Seduta_06\\P3a_TN323_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-09_Seduta_06\\P3b_TN323_Grana.bmp""]",6.0,II,2018-02-01,Commenti liberi_QTG_2019_Colore della pasta.csv,
Colore_della_Pasta,,,,,,2019-10-16,2019.0,,,,,,False,False,False,False,False,,,,,7.0,II,2018-02-01,Commenti liberi_QTG_2019_Colore della pasta.csv,
Colore_della_Pasta,,,,,,2019-10-23,2019.0,,,,,,False,False,False,False,False,,,,,8.0,II,2018-02-01,Commenti liberi_QTG_2019_Colore della pasta.csv,
Colore_della_Pasta,TN310_2019-10-30,9.0,TN310,C0F,Q_02,2019-10-30,2019.0,CONFORME,"Il campione presenta una pasta con una colorazione anomala, caratterizzata da una macchia grigio-rosa.",Macchia grigio rosa NON CONFORME,Macchia grigio rosa NON CONFORME,0.5,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-30_Seduta_09/P2a_TN310_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-30_Seduta_09/P2a_TN310_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-30_Seduta_09\\P2a_TN310_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-30_Seduta_09\\P2b_TN310_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-30_Seduta_09\\P2a_TN310_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-30_Seduta_09\\P2b_TN310_Grana.bmp""]",9.0,II,2018-02-01,Commenti liberi_QTG_2019_Colore della pasta.csv,
Colore_della_Pasta,TN326_2019-10-30,10.0,TN326,C0O,TG_19,2019-10-30,2019.0,OK,"Il campione presenta una piccola macchia rosa, mentre il resto è più che discreto.","Piccola macchia rosa, più che discreto il resto","Piccola macchia rosa, più che discreto il resto",1.0,True,False,False,False,False,,,[],[],9.0,II,2018-02-01,Commenti liberi_QTG_2019_Colore della pasta.csv,
Colore_della_Pasta,TN313_2019-11-06,11.0,TN313,C0H,Q_09,2019-11-06,2019.0,OK,Il campione presenta un alone rosa centrale.,Alone rosa centrale,Alone rosa centrale,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-11-06_Seduta_10/P3a_TN313_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-11-06_Seduta_10/P3a_TN313_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-11-06_Seduta_10\\P3a_TN313_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-11-06_Seduta_10\\P3b_TN313_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-11-06_Seduta_10\\P3a_TN313_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-11-06_Seduta_10\\P3b_TN313_Grana.bmp""]",10.0,II,2018-02-01,Commenti liberi_QTG_2019_Colore della pasta.csv,
Colore_della_Pasta,TN319_2019-11-13,12.0,TN319,C0M,TG_28,2019-11-13,2019.0,OK,Il campione presenta un alone centrale rosato.,Alone centrale rosato,Alone centrale rosato,1.0,True,False,False,False,False,,,[],[],11.0,II,2018-02-01,Commenti liberi_QTG_2019_Colore della pasta.csv,
Colore_della_Pasta,TN326_2019-11-13,13.0,TN326,C0O,TG_28,2019-11-13,2019.0,FUORI_ATTRIBUTO,Ci sono numerose e grosse macchie rosate.,Numerose e grosse macchie rosate,Numerose e grosse macchie rosate,1.0,True,False,False,False,False,,,[],[],11.0,II,2018-02-01,Commenti liberi_QTG_2019_Colore della pasta.csv,
Colore_della_Pasta,,,,,,2019-11-20,2019.0,,,,,,False,False,False,False,False,,,,,12.0,III,2018-04-01,Commenti liberi_QTG_2019_Colore della pasta.csv,
Colore_della_Pasta,TN305_2019-11-27,14.0,TN305,C0C,TG_28,2019-11-27,2019.0,FUORI_ATTRIBUTO,L'alone è più verso un piatto che al centro.,Alone più verso un piatto che centrale,Alone più verso un piatto che centrale,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-11-27_Seduta_13/P3a_TN305_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-11-27_Seduta_13/P3a_TN305_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-27_Seduta_13\\P3a_TN305_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-27_Seduta_13\\P3b_TN305_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-27_Seduta_13\\P3a_TN305_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-27_Seduta_13\\P3b_TN305_Grana.bmp""]",13.0,III,2018-04-01,Commenti liberi_QTG_2019_Colore della pasta.csv,
Colore_della_Pasta,,,,,,2019-12-04,2019.0,,,,,,False,False,False,False,False,,,,,14.0,III,2018-04-01,Commenti liberi_QTG_2019_Colore della pasta.csv,
Colore_della_Pasta,,,,,,2019-12-06,2019.0,,,,,,False,False,False,False,False,,,,,15.0,III,2018-04-01,Commenti liberi_QTG_2019_Colore della pasta.csv,
Colore_della_Pasta,TN305_2019-12-11,15.0,TN305,C0C,TG_19,2019-12-11,2019.0,OK,Il campione presenta un alone tendente al rosato.,Alone tendente al rosato,Alone tendente al rosato,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-12-11_Seduta_16/P2a_TN305_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-12-11_Seduta_16/P2a_TN305_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-12-11_Seduta_16\\P2a_TN305_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-12-11_Seduta_16\\P2b_TN305_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-12-11_Seduta_16\\P2a_TN305_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-12-11_Seduta_16\\P2b_TN305_Grana.bmp""]",16.0,III,2018-04-01,Commenti liberi_QTG_2019_Colore della pasta.csv,
Colore_della_Pasta,TN319_2019-12-18,16.0,TN319,C0M,Q_09,2019-12-18,2019.0,FUORI_ATTRIBUTO,C'è una macchia grigio-verde e una fascia più chiara sotto un piatto.,Una macchia grigio verde e fascia più chiara sotto un piatto,Una macchia grigio verde e fascia più chiara sotto un piatto,1.0,True,False,False,False,False,,,[],[],17.0,III,2018-04-01,Commenti liberi_QTG_2019_Colore della pasta.csv,
Colore_della_Pasta,TN319_2019-12-18,17.0,TN319,C0M,TG_12,2019-12-18,2019.0,FUORI_ATTRIBUTO,C'è una piccola macchia scura.,Una piccola macchia scura,Una piccola macchia scura,1.0,True,False,False,False,False,,,[],[],17.0,III,2018-04-01,Commenti liberi_QTG_2019_Colore della pasta.csv,
Colore_della_Pasta,TN314_2020-01-08,18.0,TN314,C0I,Q_09,2020-01-08,2020.0,FUORI_ATTRIBUTO,Il colore rosato è presente nella pasta attorno all'ago.,Colore rosato nella pasta attorno all'ago,Colore rosato nella pasta attorno all'ago,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-01-08_Seduta_18/P3a_TN314_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-01-08_Seduta_18/P3a_TN314_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-08_Seduta_18\\P3a_TN314_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-08_Seduta_18\\P3b_TN314_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-08_Seduta_18\\P3a_TN314_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-08_Seduta_18\\P3b_TN314_Grana.bmp""]",18.0,IV,2018-06-01,Commenti liberi_QTG_2019_Colore della pasta.csv,
Colore_della_Pasta,TN314_2020-01-08,19.0,TN314,C0I,TG_04,2020-01-08,2020.0,FUORI_ATTRIBUTO,C'è un'area rosata in corrispondenza di una bollatura allungata.,Area rosata in corrispondenza di una bollatura allungata,Area rosata in corrispondenza di una bollatura allungata,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-01-08_Seduta_18/P3a_TN314_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-01-08_Seduta_18/P3a_TN314_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-08_Seduta_18\\P3a_TN314_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-08_Seduta_18\\P3b_TN314_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-08_Seduta_18\\P3a_TN314_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-08_Seduta_18\\P3b_TN314_Grana.bmp""]",18.0,IV,2018-06-01,Commenti liberi_QTG_2019_Colore della pasta.csv,
Colore_della_Pasta,,,,,,2020-01-15,2020.0,,,,,,False,False,False,False,False,,,,,19.0,IV,2018-06-01,Commenti liberi_QTG_2019_Colore della pasta.csv,
Colore_della_Pasta,TN307_2020-01-22,20.0,TN307,C0E,Q_02,2020-01-22,2020.0,FUORI_ATTRIBUTO,Il colore è molto chiaro ma presenta diverse tonalità.,Colore molto chiaro ma di diverse tonalità,Colore molto chiaro ma di diverse tonalità ,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-01-22_Seduta_20/P2a_TN307_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-01-22_Seduta_20/P2a_TN307_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-22_Seduta_20\\P2a_TN307_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-22_Seduta_20\\P2b_TN307_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-22_Seduta_20\\P2a_TN307_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-22_Seduta_20\\P2b_TN307_Grana.bmp""]",20.0,IV,2018-06-01,Commenti liberi_QTG_2019_Colore della pasta.csv,
Colore_della_Pasta,TN323_2020-01-22,21.0,TN323,C0N,TG_04,2020-01-22,2020.0,FUORI_ATTRIBUTO,L'alone centrale è leggerissimo.,Alone centrale leggerissimo,Alone centrale leggerissimo,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-01-22_Seduta_20/P5a_TN323_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-01-22_Seduta_20/P5a_TN323_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-22_Seduta_20\\P5a_TN323_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-22_Seduta_20\\P5b_TN323_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-22_Seduta_20\\P5a_TN323_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-22_Seduta_20\\P5b_TN323_Grana.bmp""]",20.0,IV,2018-06-01,Commenti liberi_QTG_2019_Colore della pasta.csv,
Colore_della_Pasta,TN319_2020-01-22,22.0,TN319,C0M,TG_26,2020-01-22,2020.0,FUORI_ATTRIBUTO,Il colore tende al chiaro.,Tende al chiaro,Tende al chiaro,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-01-22_Seduta_20/P4a_TN319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-01-22_Seduta_20/P4a_TN319_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-22_Seduta_20\\P4a_TN319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-22_Seduta_20\\P4b_TN319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-22_Seduta_20\\P4a_TN319_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-22_Seduta_20\\P4b_TN319_Grana.bmp""]",20.0,IV,2018-06-01,Commenti liberi_QTG_2019_Colore della pasta.csv,
Colore_della_Pasta,TN316_2020-01-29,23.0,TN316,C0L,Q_09,2020-01-29,2020.0,FUORI_ATTRIBUTO,"Sotto un piatto, la pasta disidratata ha un colore biancastro.",Sotto un piatto pasta disidratata colore biancastro,Sotto un piatto pasta disidratata colore biancastro,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-01-29_Seduta_21/P4a_TN316_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-01-29_Seduta_21/P4a_TN316_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-29_Seduta_21\\P4a_TN316_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-29_Seduta_21\\P4b_TN316_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-29_Seduta_21\\P4a_TN316_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-29_Seduta_21\\P4b_TN316_Grana.bmp""]",21.0,IV,2018-06-01,Commenti liberi_QTG_2019_Colore della pasta.csv,
