attributo,sample_id,caption_id,codice_caseificio,Prodotto,Panelista,Data Seduta di valutazione,anno,classe,caption,commento_prenorm,Commenti,peso,has_caption,has_images,has_fetta,has_grana,has_both_views,path_fetta_primaria,path_grana_primaria,paths_fetta_tutti,paths_grana_tutti,N° Seduta,Bimestre di Valutazione,Data Produzione,_source_file,Spessore della Crosta
Spessore_della_Crosta,,,,,,2019-10-30,2019,,,,,,False,False,False,False,False,,,,,9.0,II,2018-02-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,,,,,,2019-11-06,2019,,,,,,False,False,False,False,False,,,,,10.0,II,2018-02-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,TN314_2019-11-13,5.0,TN314,C0I,TG_26,2019-11-13,2019,OK,La crosta si presenta di colore chiaro.,Pulita,Pulita,1.0,True,False,False,False,False,,,[],[],11.0,II,2018-02-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,TN319_2019-11-13,6.0,TN319,C0M,TG_28,2019-11-13,2019,FUORI_ATTRIBUTO,Un piatto è il doppio dell'altro.,Un piatto è il doppio dell' altro,Un piatto è il doppio dell' altro ,1.0,True,False,False,False,False,,,[],[],11.0,II,2018-02-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,,,,,,2019-11-20,2019,,,,,,False,False,False,False,False,,,,,12.0,III,2018-04-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,,,,,,2019-11-27,2019,,,,,,False,False,False,False,False,,,,,13.0,III,2018-04-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,,,,,,2019-12-04,2019,,,,,,False,False,False,False,False,,,,,14.0,III,2018-04-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,,,,,,2019-12-06,2019,,,,,,False,False,False,False,False,,,,,15.0,III,2018-04-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,TN302_2019-12-11,7.0,TN302,C0A,Q_09,2019-12-11,2019,FUORI_ATTRIBUTO,C'è poco contrasto a causa del colore scuro della pasta.,Poco contrasto per colore scuro della pasta,Poco contrasto per colore scuro della pasta,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-12-11_Seduta_16/P1a_TN302_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-12-11_Seduta_16/P1a_TN302_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-12-11_Seduta_16\\P1a_TN302_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-12-11_Seduta_16\\P1b_TN302_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-12-11_Seduta_16\\P1a_TN302_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-12-11_Seduta_16\\P1b_TN302_Grana.bmp""]",16.0,III,2018-04-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,TN305_2019-12-11,,TN305,C0C,Q_09,2019-12-11,2019,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-12-11_Seduta_16/P2a_TN305_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-12-11_Seduta_16/P2a_TN305_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-12-11_Seduta_16\\P2a_TN305_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-12-11_Seduta_16\\P2b_TN305_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-12-11_Seduta_16\\P2a_TN305_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-12-11_Seduta_16\\P2b_TN305_Grana.bmp""]",16.0,III,2018-04-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,TN306_2019-12-11,8.0,TN306,C0D,Q_09,2019-12-11,2019,FUORI_ATTRIBUTO,Il colore sottocrosta è rosa.,Colore rosa sottocrostarosta,Colore rosa sottocrosta,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-12-11_Seduta_16/P3a_TN306_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-12-11_Seduta_16/P3a_TN306_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-12-11_Seduta_16\\P3a_TN306_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-12-11_Seduta_16\\P3b_TN306_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-12-11_Seduta_16\\P3a_TN306_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-12-11_Seduta_16\\P3b_TN306_Grana.bmp""]",16.0,III,2018-04-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,TN319_2019-12-11,,TN319,C0M,Q_09,2019-12-11,2019,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-12-11_Seduta_16/P4a_TN319_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-12-11_Seduta_16/P4a_TN319_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-12-11_Seduta_16\\P4a_TN319_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-12-11_Seduta_16\\P4b_TN319_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-12-11_Seduta_16\\P4a_TN319_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-12-11_Seduta_16\\P4b_TN319_Grana.bmp""]",16.0,III,2018-04-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,TN323_2019-12-11,9.0,TN323,C0N,Q_09,2019-12-11,2019,FUORI_ATTRIBUTO,Il colore sottocrosta è rosato.,Colore rosato sottocrostarosta,Colore rosato sottocrosta,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-12-11_Seduta_16/P5a_TN323_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-12-11_Seduta_16/P5a_TN323_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-12-11_Seduta_16\\P5a_TN323_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-12-11_Seduta_16\\P5b_TN323_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-12-11_Seduta_16\\P5a_TN323_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-12-11_Seduta_16\\P5b_TN323_Grana.bmp""]",16.0,III,2018-04-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,TN319_2019-12-18,10.0,TN319,C0M,Q_09,2019-12-18,2019,FUORI_ATTRIBUTO,Il campione presenta microocchiatura e un colore arancio carico sotto un piatto.,Microocchiatura e colore arancio carico sotto un piatto,Microocchiatura e colore arancio carico sotto un piatto,1.0,True,False,False,False,False,,,[],[],17.0,III,2018-04-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,,,,,,2020-01-08,2020,,,,,,False,False,False,False,False,,,,,18.0,IV,2018-06-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,,,,,,2020-01-15,2020,,,,,,False,False,False,False,False,,,,,19.0,IV,2018-06-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,TN323_2020-01-22,11.0,TN323,C0N,Q_09,2020-01-22,2020,FUORI_ATTRIBUTO,Il colore sfuma su una base molto carica.,Colore che sfuma su base di colore molto carico,Colore che sfuma su base di colore molto carico,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-01-22_Seduta_20/P5a_TN323_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-01-22_Seduta_20/P5a_TN323_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-22_Seduta_20\\P5a_TN323_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-22_Seduta_20\\P5b_TN323_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-22_Seduta_20\\P5a_TN323_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-22_Seduta_20\\P5b_TN323_Grana.bmp""]",20.0,IV,2018-06-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,TN319_2020-01-22,12.0,TN319,C0M,TG_19,2020-01-22,2020,OK,La crosta si presenta di colore chiaro.,Chiaro,Chiaro,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-01-22_Seduta_20/P4a_TN319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-01-22_Seduta_20/P4a_TN319_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-22_Seduta_20\\P4a_TN319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-22_Seduta_20\\P4b_TN319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-22_Seduta_20\\P4a_TN319_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-22_Seduta_20\\P4b_TN319_Grana.bmp""]",20.0,IV,2018-06-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,TN319_2020-01-22,13.0,TN319,C0M,TG_28,2020-01-22,2020,FUORI_ATTRIBUTO,"Il formaggio è molto sottile, ma su un piatto appare più spesso al centro.",Molto sottile ma su un piatto risulta concessa verso il centro,Molto sottile ma su un piatto risulta concessa verso il centro,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-01-22_Seduta_20/P4a_TN319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-01-22_Seduta_20/P4a_TN319_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-22_Seduta_20\\P4a_TN319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-22_Seduta_20\\P4b_TN319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-22_Seduta_20\\P4a_TN319_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-22_Seduta_20\\P4b_TN319_Grana.bmp""]",20.0,IV,2018-06-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,,,,,,2020-01-29,2020,,,,,,False,False,False,False,False,,,,,21.0,IV,2018-06-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,TN319_2020-02-05,14.0,TN319,C0M,TG_19,2020-02-05,2020,OK,La crosta si presenta di colore molto chiaro.,Molto chiaro,Molto chiaro,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-02-05_Seduta_22/P4a_TN319_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-02-05_Seduta_22/P4a_TN319_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-05_Seduta_22\\P4a_TN319_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-05_Seduta_22\\P4b_TN319_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-05_Seduta_22\\P4a_TN319_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-05_Seduta_22\\P4b_TN319_Grana.bmp""]",22.0,V,2018-08-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,TN319_2020-02-05,15.0,TN319,C0M,TG_26,2020-02-05,2020,FUORI_ATTRIBUTO,La sottocrosta è fortemente disidratata.,sottocrostarosta disidratato fortemente,Sottocrosta disidratato fortemente ,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-02-05_Seduta_22/P4a_TN319_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-02-05_Seduta_22/P4a_TN319_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-05_Seduta_22\\P4a_TN319_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-05_Seduta_22\\P4b_TN319_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-05_Seduta_22\\P4a_TN319_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-05_Seduta_22\\P4b_TN319_Grana.bmp""]",22.0,V,2018-08-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,TN330_2020-02-05,16.0,TN330,C0Q,TG_26,2020-02-05,2020,FUORI_ATTRIBUTO,La sottocrosta presenta un colore rosa.,sottocrostarosta rosa,Sottocrosta rosa,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-02-05_Seduta_22/P6a_TN330_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-02-05_Seduta_22/P6a_TN330_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-05_Seduta_22\\P6a_TN330_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-05_Seduta_22\\P6b_TN330_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-05_Seduta_22\\P6a_TN330_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-05_Seduta_22\\P6b_TN330_Grana.bmp""]",22.0,V,2018-08-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,TN316_2020-02-12,17.0,TN316,C0L,Q_09,2020-02-12,2020,FUORI_ATTRIBUTO,Il colore di fondo molto carico rende meno netta la percezione della crosta.,Colore di fondo molto carico rende meno netta la percezione della crosta,Colore di fondo molto carico rende meno netta la percezione della crosta,1.0,True,False,False,False,False,,,[],[],23.0,V,2018-08-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,TN319_2020-02-12,18.0,TN319,C0M,Q_09,2020-02-12,2020,FUORI_ATTRIBUTO,"C'è una correzione che entra di 1,5 cm.","Con correzione che entra di 1,5 cm","Con correzione che entra di 1,5 cm",1.0,True,False,False,False,False,,,[],[],23.0,V,2018-08-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,TN323_2020-02-12,19.0,TN323,C0N,TG_19,2020-02-12,2020,FUORI_ATTRIBUTO,I due scalzi presentano differenze.,Diverso tra i due scalzi,Diverso tra i due scalzi,1.0,True,False,False,False,False,,,[],[],23.0,V,2018-08-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,TN319_2020-02-12,20.0,TN319,C0M,TG_19,2020-02-12,2020,FUORI_ATTRIBUTO,Il formaggio è carolato.,screpolata,Carolata,1.0,True,False,False,False,False,,,[],[],23.0,V,2018-08-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,TN319_2020-02-12,21.0,TN319,C0M,TG_26,2020-02-12,2020,FUORI_ATTRIBUTO,La sottocrosta è secca e presenta occhi.,Sotto crosta secco e occhi,Sotto crosta secco e occhi,1.0,True,False,False,False,False,,,[],[],23.0,V,2018-08-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,TN319_2020-02-19,22.0,TN319,C0M,Q_09,2020-02-19,2020,FUORI_ATTRIBUTO,Sotto scalzo c'è una zona disidratata e ammuffita.,Sotto scalzo zona disidratata e ammuffita,Sotto scalzo zona disidratata e ammuffita,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-02-19_Seduta_24/P6a_TN319_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-02-19_Seduta_24/P6a_TN319_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-19_Seduta_24\\P6a_TN319_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-19_Seduta_24\\P6b_TN319_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-19_Seduta_24\\P6a_TN319_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-19_Seduta_24\\P6b_TN319_Grana.bmp""]",24.0,V,2018-08-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
Spessore_della_Crosta,TN319_2020-02-19,23.0,TN319,C0M,TG_04,2020-02-19,2020,FUORI_ATTRIBUTO,Costa e sottocrosta sono fusi e sfumati.,Costa e sottocrostarosta fusi e sfumati,Costa e sottocrosta fusi e sfumati,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-02-19_Seduta_24/P6a_TN319_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-02-19_Seduta_24/P6a_TN319_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-19_Seduta_24\\P6a_TN319_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-19_Seduta_24\\P6b_TN319_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-19_Seduta_24\\P6a_TN319_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-19_Seduta_24\\P6b_TN319_Grana.bmp""]",24.0,V,2018-08-01,Commenti liberi_QTG_2019_Spessore della crosta.csv,
